PostvsPreinWT	PostvsPreinTG	Diff	TGvsWTPre
ENSDARG00000006196	0	0	0	0
ENSDARG00000006200	0	0	0	0
ENSDARG00000006202	0	0	0	0
ENSDARG00000006207	0	0	0	0
ENSDARG00000006219	0	0	0	0
ENSDARG00000006220	0	0	0	0
ENSDARG00000006225	-1	0	0	0
ENSDARG00000006240	0	0	0	0
ENSDARG00000006242	0	0	0	0
ENSDARG00000006251	1	0	0	1
ENSDARG00000006253	0	0	0	0
ENSDARG00000006257	0	0	0	1
ENSDARG00000006260	0	0	0	0
ENSDARG00000006266	0	0	0	0
ENSDARG00000006272	0	0	0	0
ENSDARG00000006283	0	0	0	0
ENSDARG00000006290	-1	0	0	0
ENSDARG00000006292	0	0	0	0
ENSDARG00000006299	0	0	0	0
ENSDARG00000006300	-1	-1	0	-1
ENSDARG00000006316	-1	0	0	0
ENSDARG00000006332	1	0	0	0
ENSDARG00000006353	1	1	1	0
ENSDARG00000006356	0	0	0	0
ENSDARG00000006370	1	1	0	0
ENSDARG00000006389	0	0	0	0
ENSDARG00000006392	-1	0	0	0
ENSDARG00000006397	0	0	0	1
ENSDARG00000006399	0	0	0	0
ENSDARG00000006408	0	0	0	0
ENSDARG00000006413	-1	0	0	-1
ENSDARG00000006422	0	0	0	0
ENSDARG00000006427	0	0	0	0
ENSDARG00000006434	-1	0	0	0
ENSDARG00000006467	0	0	0	0
ENSDARG00000006487	0	-1	0	0
ENSDARG00000006497	-1	0	0	0
ENSDARG00000006508	1	1	0	0
ENSDARG00000006514	-1	0	0	0
ENSDARG00000006524	1	0	0	0
ENSDARG00000006526	1	1	0	1
ENSDARG00000006527	0	0	0	0
ENSDARG00000006545	0	0	0	1
ENSDARG00000006546	1	-1	-1	1
ENSDARG00000006553	1	1	0	0
ENSDARG00000006580	0	0	0	0
ENSDARG00000006588	0	0	0	0
ENSDARG00000006600	0	0	0	0
ENSDARG00000006602	0	0	0	0
ENSDARG00000006603	1	0	0	0
ENSDARG00000006604	0	0	0	0
ENSDARG00000006609	0	0	0	0
ENSDARG00000006615	0	0	0	0
ENSDARG00000006621	0	0	0	0
ENSDARG00000006624	0	0	0	0
ENSDARG00000006636	0	0	0	0
ENSDARG00000006640	0	0	0	0
ENSDARG00000006642	0	0	0	0
ENSDARG00000006666	-1	0	0	0
ENSDARG00000006672	0	0	0	0
ENSDARG00000006678	0	0	0	0
ENSDARG00000006683	1	0	-1	0
ENSDARG00000006691	-1	0	0	0
ENSDARG00000006747	0	0	0	0
ENSDARG00000006754	0	0	0	0
ENSDARG00000006757	0	0	0	0
ENSDARG00000006766	0	0	0	0
ENSDARG00000006782	0	0	0	0
ENSDARG00000006786	0	0	0	0
ENSDARG00000006791	-1	-1	0	0
ENSDARG00000006812	1	0	0	0
ENSDARG00000006818	0	0	0	0
ENSDARG00000006837	0	0	0	0
ENSDARG00000006840	-1	0	0	-1
ENSDARG00000006859	0	0	0	0
ENSDARG00000006863	0	0	0	0
ENSDARG00000006865	0	0	0	0
ENSDARG00000006894	0	0	0	0
ENSDARG00000006899	0	0	0	0
ENSDARG00000006900	0	0	0	0
ENSDARG00000006901	1	1	-1	1
ENSDARG00000006911	0	0	0	0
ENSDARG00000006915	1	0	0	0
ENSDARG00000006916	0	0	0	0
ENSDARG00000006939	0	0	0	0
ENSDARG00000006963	-1	0	0	0
ENSDARG00000006981	0	0	0	0
ENSDARG00000007009	0	0	0	0
ENSDARG00000007024	0	0	0	0
ENSDARG00000007025	0	0	0	0
ENSDARG00000007034	0	0	0	1
ENSDARG00000007040	0	0	0	0
ENSDARG00000007065	0	0	0	-1
ENSDARG00000007081	0	0	0	0
ENSDARG00000007092	-1	0	0	0
ENSDARG00000007098	0	0	0	0
ENSDARG00000007099	1	1	0	0
ENSDARG00000007108	0	0	0	0
ENSDARG00000007125	0	0	0	0
ENSDARG00000007127	-1	-1	0	0
ENSDARG00000007130	0	0	0	0
ENSDARG00000007135	1	0	0	0
ENSDARG00000007149	0	0	0	0
ENSDARG00000007175	0	0	0	0
ENSDARG00000007179	-1	0	1	0
ENSDARG00000007181	0	0	0	0
ENSDARG00000007184	0	0	0	0
ENSDARG00000007196	0	0	0	0
ENSDARG00000007204	0	0	0	0
ENSDARG00000007216	-1	0	0	0
ENSDARG00000007219	1	1	0	0
ENSDARG00000007220	0	0	0	0
ENSDARG00000007231	1	1	0	0
ENSDARG00000007241	0	0	0	1
ENSDARG00000007244	1	0	0	0
ENSDARG00000007247	-1	0	0	0
ENSDARG00000007250	0	0	0	0
ENSDARG00000007257	0	0	0	0
ENSDARG00000007264	0	0	0	0
ENSDARG00000007271	0	0	0	0
ENSDARG00000007275	0	0	0	1
ENSDARG00000007276	0	0	0	0
ENSDARG00000007277	0	0	0	0
ENSDARG00000007278	0	0	0	0
ENSDARG00000007279	-1	0	0	-1
ENSDARG00000007285	0	0	0	0
ENSDARG00000007294	0	0	0	0
ENSDARG00000007302	0	0	0	0
ENSDARG00000007315	0	0	0	0
ENSDARG00000007320	0	0	0	0
ENSDARG00000007323	0	0	0	0
ENSDARG00000007329	0	0	0	0
ENSDARG00000007347	0	1	0	-1
ENSDARG00000007349	0	0	0	0
ENSDARG00000007359	0	0	0	-1
ENSDARG00000007362	0	0	0	0
ENSDARG00000007369	1	0	0	0
ENSDARG00000007370	0	0	0	0
ENSDARG00000007377	0	0	1	0
ENSDARG00000007385	-1	0	0	0
ENSDARG00000007396	1	1	-1	0
ENSDARG00000007405	-1	0	0	0
ENSDARG00000007407	0	0	0	0
ENSDARG00000007409	0	0	0	1
ENSDARG00000007413	1	0	0	0
ENSDARG00000007418	0	0	0	0
ENSDARG00000007421	0	0	0	0
ENSDARG00000007425	0	0	0	0
ENSDARG00000007429	0	0	0	0
ENSDARG00000007438	0	0	0	0
ENSDARG00000007444	0	0	0	0
ENSDARG00000007449	1	0	0	0
ENSDARG00000007480	0	0	0	0
ENSDARG00000007485	0	0	0	0
ENSDARG00000007494	0	0	0	0
ENSDARG00000007496	0	0	0	0
ENSDARG00000007523	1	0	0	0
ENSDARG00000007526	0	0	0	1
ENSDARG00000007531	0	0	0	0
ENSDARG00000007553	0	0	0	0
ENSDARG00000007597	0	0	0	0
ENSDARG00000007603	1	0	0	0
ENSDARG00000007624	0	0	0	0
ENSDARG00000007639	0	0	0	0
ENSDARG00000007641	0	0	0	0
ENSDARG00000007654	0	0	0	0
ENSDARG00000007671	0	0	0	1
ENSDARG00000007678	1	0	0	1
ENSDARG00000007682	1	0	0	0
ENSDARG00000007691	0	0	0	-1
ENSDARG00000007693	0	0	0	0
ENSDARG00000007697	-1	0	0	-1
ENSDARG00000007708	0	0	0	0
ENSDARG00000007711	1	1	0	0
ENSDARG00000007720	-1	-1	0	-1
ENSDARG00000007722	0	0	0	0
ENSDARG00000007723	0	0	0	0
ENSDARG00000007727	0	0	0	0
ENSDARG00000007734	0	0	0	0
ENSDARG00000007737	1	0	0	0
ENSDARG00000007744	0	0	0	0
ENSDARG00000007745	0	0	0	0
ENSDARG00000007751	0	0	0	0
ENSDARG00000007753	0	0	0	0
ENSDARG00000007755	-1	0	0	0
ENSDARG00000007764	0	0	0	0
ENSDARG00000007774	0	0	0	0
ENSDARG00000007786	0	0	0	0
ENSDARG00000007791	0	0	0	0
ENSDARG00000007795	0	0	0	0
ENSDARG00000007804	0	0	0	0
ENSDARG00000007812	0	0	0	0
ENSDARG00000007818	0	0	0	0
ENSDARG00000007823	1	1	0	0
ENSDARG00000007824	0	0	0	0
ENSDARG00000007825	-1	0	0	-1
ENSDARG00000007836	1	1	0	0
ENSDARG00000007863	0	0	0	-1
ENSDARG00000007867	0	0	0	0
ENSDARG00000007885	0	0	0	0
ENSDARG00000007886	0	0	0	0
ENSDARG00000007901	0	0	0	0
ENSDARG00000007923	0	0	0	0
ENSDARG00000007941	0	0	0	0
ENSDARG00000007943	0	0	0	0
ENSDARG00000007944	0	0	0	0
ENSDARG00000007955	0	0	0	0
ENSDARG00000007959	0	0	0	0
ENSDARG00000007960	0	0	0	0
ENSDARG00000007971	0	0	0	0
ENSDARG00000007988	0	0	0	0
ENSDARG00000007989	-1	0	0	0
ENSDARG00000007996	0	0	0	0
ENSDARG00000008020	0	-1	0	0
ENSDARG00000008022	0	0	0	0
ENSDARG00000008026	0	0	0	0
ENSDARG00000008030	0	0	0	0
ENSDARG00000008032	-1	-1	0	0
ENSDARG00000008034	0	0	0	0
ENSDARG00000008035	0	0	0	0
ENSDARG00000008049	0	-1	-1	1
ENSDARG00000008068	0	0	0	0
ENSDARG00000008107	1	0	0	0
ENSDARG00000008119	0	0	0	0
ENSDARG00000008133	0	0	0	0
ENSDARG00000008141	0	0	0	0
ENSDARG00000008142	0	0	0	0
ENSDARG00000008153	0	0	0	0
ENSDARG00000008155	-1	-1	0	1
ENSDARG00000008165	1	1	0	-1
ENSDARG00000008170	0	0	0	0
ENSDARG00000008174	0	0	0	0
ENSDARG00000008186	0	0	0	0
ENSDARG00000008188	1	0	0	0
ENSDARG00000008192	0	0	0	-1
ENSDARG00000008200	1	0	0	0
ENSDARG00000008218	0	0	0	0
ENSDARG00000008219	0	0	0	0
ENSDARG00000008224	0	1	0	0
ENSDARG00000008235	1	0	0	0
ENSDARG00000008238	0	0	0	0
ENSDARG00000008239	0	0	0	0
ENSDARG00000008243	-1	-1	0	0
ENSDARG00000008255	0	0	0	0
ENSDARG00000008278	0	0	0	0
ENSDARG00000008305	-1	0	0	0
ENSDARG00000008310	0	0	0	0
ENSDARG00000008333	0	0	0	0
ENSDARG00000008363	1	0	0	0
ENSDARG00000008370	1	1	-1	0
ENSDARG00000008377	0	1	0	0
ENSDARG00000008383	-1	0	0	0
ENSDARG00000008384	0	0	0	0
ENSDARG00000008388	1	1	-1	1
ENSDARG00000008395	0	0	0	0
ENSDARG00000008398	0	0	0	0
ENSDARG00000008407	-1	-1	0	0
ENSDARG00000008433	0	0	0	0
ENSDARG00000008434	1	0	0	0
ENSDARG00000008447	-1	-1	0	-1
ENSDARG00000008454	0	1	0	0
ENSDARG00000008461	0	0	0	0
ENSDARG00000008472	-1	0	0	-1
ENSDARG00000008480	0	0	0	0
ENSDARG00000008487	1	0	0	1
ENSDARG00000008491	0	0	0	0
ENSDARG00000008494	0	0	0	0
ENSDARG00000008502	0	0	0	1
ENSDARG00000008541	0	0	0	0
ENSDARG00000008542	0	0	0	0
ENSDARG00000008548	0	0	0	0
ENSDARG00000008551	0	0	0	1
ENSDARG00000008560	0	0	0	0
ENSDARG00000008573	0	0	0	0
ENSDARG00000008575	0	0	0	0
ENSDARG00000008592	0	0	0	-1
ENSDARG00000008637	0	0	0	0
ENSDARG00000008639	0	0	0	0
ENSDARG00000008660	0	-1	0	0
ENSDARG00000008662	0	0	0	0
ENSDARG00000008678	0	0	0	0
ENSDARG00000008697	0	0	0	0
ENSDARG00000008703	1	0	0	0
ENSDARG00000008706	-1	0	0	0
ENSDARG00000008720	0	0	0	0
ENSDARG00000008732	0	0	0	0
ENSDARG00000008735	0	1	0	0
ENSDARG00000008740	0	0	0	0
ENSDARG00000008748	0	0	0	0
ENSDARG00000008772	0	0	0	0
ENSDARG00000008784	0	0	0	0
ENSDARG00000008785	-1	0	0	1
ENSDARG00000008788	0	0	0	0
ENSDARG00000008796	0	0	0	0
ENSDARG00000008803	1	0	0	0
ENSDARG00000008805	0	0	0	0
ENSDARG00000008807	0	0	0	0
ENSDARG00000008808	1	0	0	0
ENSDARG00000008811	1	0	-1	0
ENSDARG00000008816	1	0	0	0
ENSDARG00000008818	-1	0	0	0
ENSDARG00000008829	0	0	0	0
ENSDARG00000008835	0	0	0	0
ENSDARG00000008840	0	0	0	0
ENSDARG00000008859	0	-1	0	0
ENSDARG00000008867	0	1	1	0
ENSDARG00000008884	-1	-1	0	0
ENSDARG00000008886	0	0	0	0
ENSDARG00000008904	0	0	0	0
ENSDARG00000008906	0	0	0	0
ENSDARG00000008920	0	0	0	0
ENSDARG00000008936	0	-1	0	0
ENSDARG00000008947	0	0	0	0
ENSDARG00000008953	0	0	0	0
ENSDARG00000008969	0	0	0	0
ENSDARG00000008979	0	0	0	0
ENSDARG00000008982	-1	0	0	0
ENSDARG00000008986	0	0	0	0
ENSDARG00000009001	0	0	0	0
ENSDARG00000009018	0	0	0	0
ENSDARG00000009020	0	0	0	0
ENSDARG00000009023	1	0	0	0
ENSDARG00000009031	0	0	0	0
ENSDARG00000009046	0	0	0	0
ENSDARG00000009087	0	0	0	-1
ENSDARG00000009106	0	0	0	0
ENSDARG00000009133	0	0	0	0
ENSDARG00000009134	0	0	0	0
ENSDARG00000009136	0	0	0	0
ENSDARG00000009142	0	0	0	0
ENSDARG00000009153	0	0	0	0
ENSDARG00000009160	0	0	0	0
ENSDARG00000009169	0	0	0	0
ENSDARG00000009170	0	0	0	0
ENSDARG00000009178	0	0	0	0
ENSDARG00000009208	0	-1	0	0
ENSDARG00000009209	0	-1	0	1
ENSDARG00000009212	1	1	0	0
ENSDARG00000009214	0	1	0	0
ENSDARG00000009250	0	0	0	0
ENSDARG00000009252	0	0	0	0
ENSDARG00000009253	0	0	0	0
ENSDARG00000009266	0	0	0	0
ENSDARG00000009267	0	0	0	0
ENSDARG00000009273	0	0	0	0
ENSDARG00000009285	0	0	0	0
ENSDARG00000009311	0	0	0	0
ENSDARG00000009313	1	1	0	0
ENSDARG00000009315	0	0	0	0
ENSDARG00000009336	1	1	0	0
ENSDARG00000009342	1	0	0	1
ENSDARG00000009346	0	0	0	0
ENSDARG00000009350	1	0	0	0
ENSDARG00000009351	0	0	0	0
ENSDARG00000009390	1	0	0	0
ENSDARG00000009401	1	1	0	0
ENSDARG00000009436	0	0	0	0
ENSDARG00000009438	0	0	0	0
ENSDARG00000009466	0	0	0	0
ENSDARG00000009470	0	0	0	0
ENSDARG00000009473	0	0	0	0
ENSDARG00000009480	0	0	0	0
ENSDARG00000009484	0	0	0	0
ENSDARG00000009488	0	-1	0	0
ENSDARG00000009494	0	0	0	1
ENSDARG00000009499	0	0	0	0
ENSDARG00000009505	1	1	0	1
ENSDARG00000009525	0	0	0	0
ENSDARG00000009534	1	0	0	0
ENSDARG00000009544	0	0	0	0
ENSDARG00000009549	1	1	0	0
ENSDARG00000009553	0	0	0	0
ENSDARG00000009557	0	0	0	0
ENSDARG00000009567	0	0	0	-1
ENSDARG00000009585	0	0	0	0
ENSDARG00000009594	1	1	0	0
ENSDARG00000009610	0	-1	0	1
ENSDARG00000009612	0	0	0	0
ENSDARG00000009629	0	0	0	0
ENSDARG00000009637	0	0	0	0
ENSDARG00000009640	-1	0	0	-1
ENSDARG00000009653	0	0	0	0
ENSDARG00000009657	1	0	-1	1
ENSDARG00000009677	0	0	0	0
ENSDARG00000009724	1	0	0	0
ENSDARG00000009735	0	0	0	0
ENSDARG00000009740	0	-1	0	1
ENSDARG00000009743	0	0	0	0
ENSDARG00000009748	0	0	0	0
ENSDARG00000009753	-1	-1	0	0
ENSDARG00000009754	1	0	0	0
ENSDARG00000009771	0	0	0	0
ENSDARG00000009779	1	0	0	0
ENSDARG00000009783	0	0	0	0
ENSDARG00000009806	-1	-1	0	0
ENSDARG00000009823	0	0	0	0
ENSDARG00000009830	-1	0	0	1
ENSDARG00000009837	0	0	0	0
ENSDARG00000009851	1	0	0	1
ENSDARG00000009862	1	0	0	1
ENSDARG00000009864	0	0	0	0
ENSDARG00000009870	0	0	0	0
ENSDARG00000009871	0	0	0	0
ENSDARG00000009881	-1	-1	0	0
ENSDARG00000009922	0	0	0	0
ENSDARG00000009942	0	0	0	0
ENSDARG00000009950	0	0	0	0
ENSDARG00000009953	0	0	0	0
ENSDARG00000009978	1	0	0	1
ENSDARG00000010008	1	1	-1	1
ENSDARG00000010010	0	0	0	1
ENSDARG00000010021	0	0	0	0
ENSDARG00000010029	0	0	0	0
ENSDARG00000010042	0	0	0	0
ENSDARG00000010047	0	0	0	0
ENSDARG00000010051	0	0	0	0
ENSDARG00000010052	0	0	0	-1
ENSDARG00000010070	0	0	0	0
ENSDARG00000010078	0	0	0	0
ENSDARG00000010085	0	1	0	-1
ENSDARG00000010097	0	0	0	0
ENSDARG00000010113	-1	0	0	0
ENSDARG00000010124	0	0	0	0
ENSDARG00000010132	0	0	0	0
ENSDARG00000010137	0	0	0	0
ENSDARG00000010144	0	0	0	0
ENSDARG00000010146	0	0	0	0
ENSDARG00000010149	0	0	0	0
ENSDARG00000010155	0	0	0	-1
ENSDARG00000010160	0	0	0	0
ENSDARG00000010186	-1	0	0	-1
ENSDARG00000010192	0	0	0	0
ENSDARG00000010194	0	0	0	0
ENSDARG00000010207	0	0	0	-1
ENSDARG00000010238	0	0	0	-1
ENSDARG00000010244	0	0	0	0
ENSDARG00000010246	-1	0	0	0
ENSDARG00000010250	1	0	0	0
ENSDARG00000010255	0	0	0	0
ENSDARG00000010266	0	0	0	0
ENSDARG00000010267	0	0	0	0
ENSDARG00000010279	1	0	0	0
ENSDARG00000010281	0	0	0	0
ENSDARG00000010301	0	0	0	0
ENSDARG00000010312	0	0	0	0
ENSDARG00000010332	0	0	0	0
ENSDARG00000010347	0	0	0	0
ENSDARG00000010381	0	0	0	0
ENSDARG00000010385	0	0	0	0
ENSDARG00000010400	0	1	0	0
ENSDARG00000010407	0	0	0	0
ENSDARG00000010408	0	0	0	0
ENSDARG00000010411	0	0	0	-1
ENSDARG00000010420	0	0	0	0
ENSDARG00000010423	0	0	0	-1
ENSDARG00000010432	0	0	0	0
ENSDARG00000010434	1	1	0	0
ENSDARG00000010437	1	0	0	0
ENSDARG00000010442	1	0	0	0
ENSDARG00000010454	0	0	0	0
ENSDARG00000010472	0	0	0	0
ENSDARG00000010477	0	0	0	0
ENSDARG00000010481	0	0	0	0
ENSDARG00000010482	0	0	0	0
ENSDARG00000010487	-1	-1	0	0
ENSDARG00000010516	0	0	0	0
ENSDARG00000010519	1	1	0	0
ENSDARG00000010524	0	0	0	0
ENSDARG00000010553	0	0	0	0
ENSDARG00000010571	0	0	0	0
ENSDARG00000010572	0	1	0	0
ENSDARG00000010586	0	0	0	0
ENSDARG00000010591	0	0	0	0
ENSDARG00000010596	0	0	0	0
ENSDARG00000010610	0	0	0	0
ENSDARG00000010641	0	0	0	0
ENSDARG00000010658	0	0	0	-1
ENSDARG00000010680	0	0	0	0
ENSDARG00000010717	-1	0	0	-1
ENSDARG00000010721	0	0	0	0
ENSDARG00000010727	0	0	0	0
ENSDARG00000010729	0	0	0	0
ENSDARG00000010738	0	0	0	0
ENSDARG00000010745	0	0	0	1
ENSDARG00000010764	0	0	0	0
ENSDARG00000010767	0	0	0	0
ENSDARG00000010770	0	0	0	0
ENSDARG00000010784	0	1	0	0
ENSDARG00000010785	1	1	0	0
ENSDARG00000010789	1	0	-1	0
ENSDARG00000010791	0	0	0	0
ENSDARG00000010792	1	0	0	0
ENSDARG00000010823	0	0	0	0
ENSDARG00000010831	0	-1	-1	1
ENSDARG00000010873	1	1	0	0
ENSDARG00000010878	0	0	0	1
ENSDARG00000010905	0	0	0	0
ENSDARG00000010946	0	0	0	0
ENSDARG00000010948	0	0	0	0
ENSDARG00000010956	0	0	0	1
ENSDARG00000010957	-1	0	1	-1
ENSDARG00000010965	0	0	0	0
ENSDARG00000010978	0	0	0	0
ENSDARG00000010981	0	0	0	0
ENSDARG00000011000	1	0	0	0
ENSDARG00000011026	0	0	0	-1
ENSDARG00000011027	1	0	0	0
ENSDARG00000011049	0	0	0	0
ENSDARG00000011055	0	0	0	1
ENSDARG00000011065	0	0	0	0
ENSDARG00000011066	0	0	0	0
ENSDARG00000011072	0	0	0	0
ENSDARG00000011076	0	0	0	0
ENSDARG00000011079	0	0	0	0
ENSDARG00000011091	0	0	0	0
ENSDARG00000011094	0	0	0	0
ENSDARG00000011122	1	0	0	0
ENSDARG00000011125	-1	0	0	0
ENSDARG00000011141	0	0	0	1
ENSDARG00000011152	0	0	0	0
ENSDARG00000011157	0	0	0	0
ENSDARG00000011163	0	0	0	0
ENSDARG00000011166	1	0	0	0
ENSDARG00000011170	0	-1	0	0
ENSDARG00000011196	-1	0	0	-1
ENSDARG00000011201	0	0	0	0
ENSDARG00000011208	0	0	0	-1
ENSDARG00000011219	0	0	0	0
ENSDARG00000011235	0	0	0	0
ENSDARG00000011239	0	0	0	1
ENSDARG00000011240	1	0	0	1
ENSDARG00000011245	0	0	0	0
ENSDARG00000011247	0	0	0	0
ENSDARG00000011262	0	0	0	0
ENSDARG00000011272	0	0	0	0
ENSDARG00000011273	0	0	0	0
ENSDARG00000011301	0	0	0	0
ENSDARG00000011312	0	0	0	1
ENSDARG00000011360	0	0	0	0
ENSDARG00000011370	0	0	0	0
ENSDARG00000011371	-1	-1	0	-1
ENSDARG00000011373	0	0	0	0
ENSDARG00000011376	0	0	0	0
ENSDARG00000011400	-1	0	1	-1
ENSDARG00000011404	0	0	0	0
ENSDARG00000011405	-1	0	0	1
ENSDARG00000011418	-1	0	0	0
ENSDARG00000011445	0	0	0	0
ENSDARG00000011449	0	0	0	0
ENSDARG00000011462	0	-1	0	1
ENSDARG00000011466	-1	0	0	0
ENSDARG00000011488	0	0	0	0
ENSDARG00000011496	0	1	0	-1
ENSDARG00000011498	-1	-1	0	0
ENSDARG00000011506	0	0	0	0
ENSDARG00000011510	0	0	0	0
ENSDARG00000011515	0	-1	0	0
ENSDARG00000011521	0	0	0	0
ENSDARG00000011545	1	0	-1	0
ENSDARG00000011553	0	0	0	0
ENSDARG00000011555	-1	0	0	0
ENSDARG00000011564	0	0	0	0
ENSDARG00000011570	0	0	0	0
ENSDARG00000011579	0	0	0	0
ENSDARG00000011582	1	0	0	0
ENSDARG00000011583	0	0	0	0
ENSDARG00000011594	0	0	0	0
ENSDARG00000011597	0	0	0	0
ENSDARG00000011600	0	0	0	0
ENSDARG00000011605	-1	-1	0	1
ENSDARG00000011609	1	0	0	0
ENSDARG00000011611	0	0	0	0
ENSDARG00000011613	1	0	0	0
ENSDARG00000011615	-1	0	0	0
ENSDARG00000011648	-1	0	0	0
ENSDARG00000011662	0	0	0	0
ENSDARG00000011665	-1	0	0	0
ENSDARG00000011673	0	0	0	0
ENSDARG00000011683	0	0	0	0
ENSDARG00000011696	0	0	0	0
ENSDARG00000011701	0	0	0	0
ENSDARG00000011703	0	0	0	0
ENSDARG00000011723	0	0	0	0
ENSDARG00000011727	0	0	0	0
ENSDARG00000011740	-1	0	0	0
ENSDARG00000011743	0	0	0	0
ENSDARG00000011764	1	0	0	0
ENSDARG00000011769	0	0	0	0
ENSDARG00000011770	0	0	0	0
ENSDARG00000011783	1	0	0	0
ENSDARG00000011785	0	0	0	0
ENSDARG00000011801	-1	0	0	0
ENSDARG00000011824	0	0	0	0
ENSDARG00000011841	-1	0	0	0
ENSDARG00000011862	0	0	0	0
ENSDARG00000011876	0	0	0	0
ENSDARG00000011885	0	-1	0	0
ENSDARG00000011886	0	0	0	0
ENSDARG00000011890	-1	-1	0	-1
ENSDARG00000011897	0	0	0	0
ENSDARG00000011921	0	0	0	-1
ENSDARG00000011925	1	0	0	0
ENSDARG00000011929	0	0	0	1
ENSDARG00000011932	0	0	0	0
ENSDARG00000011934	0	0	0	1
ENSDARG00000011945	0	0	0	0
ENSDARG00000011948	0	0	0	1
ENSDARG00000011956	0	0	0	0
ENSDARG00000011958	-1	0	0	-1
ENSDARG00000011973	0	0	0	0
ENSDARG00000011989	0	0	0	0
ENSDARG00000011998	0	0	0	1
ENSDARG00000011999	-1	0	0	0
ENSDARG00000012002	0	0	0	0
ENSDARG00000012019	0	0	0	0
ENSDARG00000012021	0	0	0	0
ENSDARG00000012025	0	0	0	0
ENSDARG00000012030	0	0	0	0
ENSDARG00000012035	0	0	0	0
ENSDARG00000012039	0	0	0	0
ENSDARG00000012040	0	0	0	0
ENSDARG00000012057	0	0	0	0
ENSDARG00000012066	1	1	-1	0
ENSDARG00000012072	0	0	0	0
ENSDARG00000012073	0	0	0	0
ENSDARG00000012076	0	0	0	0
ENSDARG00000012078	0	0	0	0
ENSDARG00000012113	0	0	0	0
ENSDARG00000012135	1	0	0	1
ENSDARG00000012138	0	0	0	0
ENSDARG00000012140	0	0	0	0
ENSDARG00000012141	0	0	0	0
ENSDARG00000012144	-1	0	0	-1
ENSDARG00000012177	0	0	0	1
ENSDARG00000012192	0	0	0	0
ENSDARG00000012194	0	0	0	1
ENSDARG00000012199	0	0	0	0
ENSDARG00000012215	0	0	0	0
ENSDARG00000012222	0	0	0	0
ENSDARG00000012234	-1	0	0	0
ENSDARG00000012244	0	0	0	0
ENSDARG00000012248	0	0	0	0
ENSDARG00000012261	0	0	0	0
ENSDARG00000012271	0	0	0	0
ENSDARG00000012274	-1	0	0	0
ENSDARG00000012281	0	0	0	0
ENSDARG00000012295	-1	0	0	0
ENSDARG00000012306	0	0	0	0
ENSDARG00000012314	1	0	0	0
ENSDARG00000012325	0	0	0	-1
ENSDARG00000012340	1	0	-1	1
ENSDARG00000012341	0	0	0	0
ENSDARG00000012353	0	0	0	0
ENSDARG00000012368	0	0	0	0
ENSDARG00000012369	0	0	0	0
ENSDARG00000012378	0	0	0	0
ENSDARG00000012381	0	0	0	0
ENSDARG00000012387	0	0	0	0
ENSDARG00000012388	0	0	0	-1
ENSDARG00000012389	0	0	0	0
ENSDARG00000012395	0	0	0	-1
ENSDARG00000012399	0	0	0	0
ENSDARG00000012405	1	1	-1	1
ENSDARG00000012407	0	0	0	0
ENSDARG00000012422	0	0	0	0
ENSDARG00000012432	0	0	0	0
ENSDARG00000012450	1	1	0	0
ENSDARG00000012458	1	0	0	0
ENSDARG00000012467	1	0	0	-1
ENSDARG00000012468	0	0	0	1
ENSDARG00000012485	0	0	0	0
ENSDARG00000012495	-1	0	0	0
ENSDARG00000012504	0	0	0	0
ENSDARG00000012513	0	1	0	0
ENSDARG00000012519	0	0	0	0
ENSDARG00000012539	0	0	0	0
ENSDARG00000012553	0	0	0	0
ENSDARG00000012555	0	0	0	0
ENSDARG00000012572	-1	0	0	0
ENSDARG00000012577	0	0	0	0
ENSDARG00000012588	0	0	0	0
ENSDARG00000012591	1	0	0	0
ENSDARG00000012593	1	1	0	0
ENSDARG00000012609	0	0	0	0
ENSDARG00000012625	0	0	0	0
ENSDARG00000012627	0	0	0	0
ENSDARG00000012642	0	0	0	0
ENSDARG00000012656	0	0	0	0
ENSDARG00000012667	0	0	0	0
ENSDARG00000012671	1	0	0	0
ENSDARG00000012672	0	0	0	0
ENSDARG00000012674	0	0	0	0
ENSDARG00000012682	-1	0	0	0
ENSDARG00000012684	1	0	0	0
ENSDARG00000012688	0	0	0	0
ENSDARG00000012694	1	1	0	0
ENSDARG00000012718	0	0	0	0
ENSDARG00000012723	0	0	0	0
ENSDARG00000012747	0	0	0	0
ENSDARG00000012763	0	0	0	0
ENSDARG00000012776	0	-1	-1	1
ENSDARG00000012777	0	-1	-1	1
ENSDARG00000012788	0	0	0	0
ENSDARG00000012796	0	0	0	0
ENSDARG00000012818	0	0	0	0
ENSDARG00000012824	1	0	-1	1
ENSDARG00000012827	0	0	0	0
ENSDARG00000012840	-1	-1	0	0
ENSDARG00000012848	0	0	0	0
ENSDARG00000012860	0	0	0	0
ENSDARG00000012866	0	0	0	0
ENSDARG00000012871	0	0	0	-1
ENSDARG00000012874	0	0	0	0
ENSDARG00000012881	1	0	0	0
ENSDARG00000012892	1	0	0	0
ENSDARG00000012896	0	0	0	0
ENSDARG00000012899	-1	0	0	0
ENSDARG00000012903	0	0	0	0
ENSDARG00000012914	0	0	0	0
ENSDARG00000012915	0	0	0	0
ENSDARG00000012927	-1	-1	0	0
ENSDARG00000012929	-1	-1	0	0
ENSDARG00000012932	0	-1	0	0
ENSDARG00000012942	0	0	0	0
ENSDARG00000012946	1	0	0	0
