	7 days post-amputation dnHIF1a-expressing adult zebrafish, sample 3	Unamputated dnHIF1a-expressing adult zebrafish, sample 2	Unamputated dnHIF1a-expressing adult zebrafish, sample 1	Unamputated wildtype adult zebrafish, sample 3	7 days post-amputation wildtype adult zebrafish, sample 1	7 days post-amputation wildtype adult zebrafish, sample 3	Unamputated dnHIF1a-expressing adult zebrafish, sample 3	7 days post-amputation wildtype adult zebrafish, sample 2	Unamputated wildtype adult zebrafish, sample 1	7 days post-amputation dnHIF1a-expressing adult zebrafish, sample 1	Unamputated wildtype adult zebrafish, sample 2	7 days post-amputation dnHIF1a-expressing adult zebrafish, sample 2
ENSDARG00000068833	0.18158928	0.32364716	0.34410346	0.22221537	0.1792775	0.22552435	0.29827642	0.18397725	0.24202518	0.18613413	0.30894343	0.22939110000000001
ENSDARG00000068851	-0.02718981	-0.17756943	-0.00771638	0.06344712	0.08755027	0.11752603	-0.10718452	0.0995658	0.05872786	-0.08987195	0.03349165	-0.09987289
ENSDARG00000068868	1.13233345	1.09539469	1.0528672	1.10639345	1.23355445	1.20669959	1.12273866	1.14111851	1.12257525	1.16726382	1.16514807	1.1163786
ENSDARG00000068886	0.87796211	0.93506936	0.96534731	1.20511463	1.09257678	1.06833147	0.9659823000000001	1.07938179	1.2725126	0.96622441	1.17045458	0.93997574
ENSDARG00000068893	0.12959442	0.25863343	0.43058408	0.33558385	0.27030818	0.25671605	0.38091531	0.29202879	0.29836133	0.26672339	0.2434012	0.14594157
ENSDARG00000068894	0.21373535	0.25494796	0.36287281	0.12415919999999998	0.01508534	0.04844392	0.29863850000000003	0.13033418	0.28256156	0.17420338	0.05570511	0.17840922
ENSDARG00000068910	-0.24438075	-0.24733239	-0.24383148	-0.24635058	-0.28691467	-0.25998973	-0.25536148	-0.23901878	-0.25420277	-0.19893939	-0.23503663	-0.2033709
ENSDARG00000068912	0.74839935	0.8367419	0.8781303	1.02893009	0.92846469	0.9130534	0.86262416	0.9367728000000001	0.92314091	0.84512502	0.68681091	0.68557054
ENSDARG00000068919	-0.13545763	-0.09243868	-0.06842364	-0.14945489	-0.15700848	-0.12607261	-0.11630370000000001	-0.14763803	-0.16481047	-0.164388	-0.11846684	-0.1637347
ENSDARG00000068926	-0.35796379	-0.40122344	-0.36649458	-0.35941658	-0.38160543	-0.29089183	-0.42023024	-0.38065271	-0.32650594	-0.3931956	-0.38677773	-0.34980092
ENSDARG00000068934	-0.04799084	-0.05396868	-0.07196116	-0.05672531	-0.13674804	-0.18239154	-0.0402972	-0.09253777	-0.10497721	-0.09038903	-0.14671589999999998	-0.01486363
ENSDARG00000068940	3.42610192	3.65437401	3.61210098	3.65069837	3.30295574	3.10046936	3.60145243	3.22047011	3.50391281	3.54710754	3.65686174	3.44011872
ENSDARG00000068958	0.14343364	0.09553515	0.047714099999999995	0.13402508	0.06294580000000001	0.03740874	0.08201506	-0.01670112	0.028917900000000003	0.07031651	0.1328839	0.07534451
ENSDARG00000068978	0.71179111	0.62404554	0.6644895000000001	0.52633478	0.65856596	0.68522409	0.82242565	0.62523904	0.64661706	0.65541335	0.56536288	0.66880449
ENSDARG00000068981	0.81615461	0.84142609	0.8737738000000002	0.7634751999999999	0.90227468	0.96497513	0.83708469	0.91779202	0.74012336	0.75812352	0.66695138	0.801355
ENSDARG00000068982	-0.19224348	-0.24714570000000002	-0.24947991	-0.25640057	-0.24165474	-0.25221329	-0.21806648	-0.26282103	-0.26192064	-0.21071183	-0.20660805	-0.25638556
ENSDARG00000068983	0.28923049	0.25741916	0.30523342	0.39006081	0.46740466	0.32819607	0.30029081	0.38308631	0.37881269	0.24642136	0.35173859	0.28259271
ENSDARG00000068992	3.92703782	3.75690365	3.87712077	3.69146543	3.7193264999999998	3.69909719	3.90921203	3.50361688	3.88376681	3.97809391	3.89474489	4.03848378
ENSDARG00000068993	0.03997774	-0.05437992	-0.06888465	0.36165844	0.34214357	0.35832185	-0.10426328	0.37212659	0.30683068	0.12606001	0.27280853	0.0333613
ENSDARG00000068996	1.64497298	1.50790192	1.5844637	1.77452453	1.67580432	1.55870643	1.67543337	1.58709889	1.59007711	1.66989429	1.68379212	1.69423866
ENSDARG00000069006	0.03131966	0.04102675	-0.017165200000000002	-0.02641112	-0.01105403	-0.009257	0.00101028	-0.01933304	0.02104635	0.04936574	-0.00874897	0.04995
ENSDARG00000069009	1.5720201	1.45917002	1.26409354	1.20249578	1.68703658	1.7442343999999996	1.35159014	1.32146702	1.48861187	1.23453504	1.17846451	1.33169191
ENSDARG00000069013	1.02722636	1.12887097	1.1441827	1.00420827	1.01820078	1.15476875	1.00062979	0.99730737	0.97316523	1.05630632	1.11609225	1.05462617
ENSDARG00000069014	-0.19070034	-0.20076677	-0.16065965	-0.14601932	-0.18792152	-0.26620822	-0.24566094	-0.20554841	-0.24605759	-0.23314319	-0.12631096	-0.18736413
ENSDARG00000069028	-0.15384606	-0.22700229999999996	-0.18925261	-0.18080274	-0.22586555	-0.21654175	-0.21175505	-0.16905393	-0.13884782	-0.1702977	-0.10237808	-0.15106684
ENSDARG00000069029	-0.3751058	-0.35548095	-0.31925457	-0.39554081	-0.37717698	-0.34216565	-0.39597944	-0.34250654	-0.47033352	-0.24625049	-0.39773345	-0.40178066
ENSDARG00000069037	0.12425736	0.26537693	0.27731426	0.25053889	0.07202865	0.11822906	0.21843481	0.07597388	0.29282603	0.14518555	0.26459117	0.15309666
ENSDARG00000069044	0.18639688	0.03011985	0.01229761	0.00648365	0.07914764	0.16408319	0.08560409	0.10639543	0.06363619	0.16071222	-0.01476214	0.07847499
ENSDARG00000069045	-0.20087677	-0.21448804	-0.24716264	-0.22192071	-0.06806853	0.04614545	-0.17437861	-0.1262288	-0.21839770000000003	-0.13383835	-0.1868741	-0.12086402
ENSDARG00000069046	-0.19239957	-0.18789916	-0.18629633	-0.14967426	-0.17674366	-0.21645174	-0.23098625	-0.19438214	-0.16171199	-0.17116175	-0.18427637	-0.19154394
ENSDARG00000069056	0.11621024	0.13358016	0.17582721	0.188368	0.16088415	0.13860365	0.135883	0.15757939	0.19025363	0.14846127	0.20757486	0.13118339
ENSDARG00000069065	1.20451074	1.37642017	1.38734613	1.13664298	1.23658408	1.17084367	1.40061915	1.23284801	1.2254171999999999	1.15024474	1.07636066	1.26389166
ENSDARG00000069066	0.92548249	0.77292712	0.70142558	0.51010509	0.790226	0.70291548	0.68474336	0.8039064	0.9621997999999999	0.87758841	0.66207725	0.8044478
ENSDARG00000069074	0.57777216	1.06862224	1.0384484	1.00930945	0.51098307	0.52914227	0.9622108	0.52915661	0.96123571	0.50193495	1.01249534	0.47945564
ENSDARG00000069090	2.03297964	1.95088244	1.86289316	2.00796359	2.03188376	1.9215295	1.83365935	1.9925083	1.93780504	2.18599192	1.90527308	2.10008424
ENSDARG00000069093	-0.26620265	-0.29246592	-0.26808772	-0.29736602	-0.29624165	-0.30223597	-0.23558974	-0.25559662	-0.27644640000000004	-0.26036617	-0.28740604	-0.29869253
ENSDARG00000069099	0.38543159	0.60751057	0.48592714	0.47954759999999996	0.37932448	0.31594519	0.63254747	0.39865989	0.59675239	0.45562688	0.46089333	0.39543
ENSDARG00000069100	1.65070829	1.66381712	1.71805613	1.44474681	1.74418627	1.54877113	1.68040796	1.58156544	1.24412513	1.61329902	1.25846128	1.72706974
ENSDARG00000069102	0.49568988	0.50350168	0.52689862	0.73254343	0.68072606	0.6085835	0.53817316	0.66464398	0.66717941	0.48049773	0.61711294	0.44884243
ENSDARG00000069105	0.52096405	0.53545654	0.53503638	0.56698363	0.58666666	0.53724899	0.51318446	0.54711265	0.47753516	0.6818446	0.61933151	0.5262209
ENSDARG00000069109	0.29949302	0.27459514	0.36874589	0.12007473	0.16970314	0.15865741	0.33033909	0.18999004	0.20639508	0.36688808	0.11937075	0.34634057
ENSDARG00000069118	0.26576713	0.35359092	0.51527972	0.42891450000000003	0.31087732	0.32214481	0.42562928	0.50645639	0.33317854	0.27773834	0.42306568	0.33971292
ENSDARG00000069122	0.54563202	0.65189044	0.69506937	0.8055569	0.70370151	0.66810597	0.65210186	0.72305365	0.75381136	0.53715398	0.77278543	0.55701444
ENSDARG00000069129	-0.08148541	-0.04957574	-0.0739436	-0.13112767	-0.02990827	-0.09693378	-0.06568391	-0.06572032	-0.06425014	-0.10660475	0.01195395	-0.09229561
ENSDARG00000069133	-0.10577728	-0.11664898	-0.09625081	0.01878193	-0.12794495	-0.12815275	-0.12030239999999999	-0.09486971	0.05167267	-0.1467822	0.12729381	-0.10413413
ENSDARG00000069135	0.33761816	0.47601611	0.39533104	0.41904269	0.5260194	0.47408653	0.45247451	0.44158731	0.54304216	0.36013426	0.29078933	0.34769559
ENSDARG00000069139	-0.20833924	-0.14647336	-0.12600250000000002	-0.11996572	-0.18295342	-0.19905169	-0.11346177	-0.25054160000000003	-0.1575338	-0.15686705	-0.18569144	-0.16716421
ENSDARG00000069142	1.46217277	1.29686685	1.48714198	1.25636825	1.48309045	1.56494462	1.51497841	1.33398759	1.61820542	1.48261656	1.56186972	1.49870853
ENSDARG00000069157	0.41714626	0.6709858	0.59278517	0.45366287	0.47038909	0.43450973	0.63571358	0.45227393	0.58270579	0.31778053	0.39516426	0.37687137
ENSDARG00000069168	-0.1104096	-0.08427621	-0.09969088	-0.08637072	-0.07556079	-0.0449338	-0.10706181	-0.05288259	-0.0959027	-0.07478175	-0.08318523	-0.09614345
ENSDARG00000069175	1.02227628	0.93446024	0.92756154	0.92895024	1.07232504	1.04296289	0.98947236	0.95810242	0.93936124	0.89249274	0.86855918	0.95740164
ENSDARG00000069184	0.6510825	0.56398617	0.62253008	0.52420088	0.55539122	0.64400902	0.61641395	0.63328014	0.63060606	0.56874317	0.49583804	0.63973462
ENSDARG00000069185	0.08421807	0.06661975	0.03020714	0.02188992	0.03581627	0.00849865	-0.00477129	0.06540997	0.08054417	-0.02302975	-0.10778472	-0.02118433
ENSDARG00000069194	-0.29426561	-0.31707578	-0.36053044	-0.32801931	-0.34316292	-0.32358769	-0.33611665	-0.34649962	-0.37614078	-0.29393499	-0.31547990000000004	-0.32995415
ENSDARG00000069216	-0.2968075	-0.26434537	-0.25289501	-0.27147988	-0.29721248	-0.27588347	-0.2857679	-0.24173479	-0.2972889	-0.24826978	-0.27053589	-0.24430333
ENSDARG00000069230	0.17821114	0.10931592	0.21403096	-0.00266678	-0.00979764	-0.02842401	0.28235631	0.05692655	-0.02464162	0.1620235	0.03433031	0.16976371
ENSDARG00000069242	0.31569757	0.36354353	0.31567371	0.28094382	0.31902845	0.36577401	0.37474366	0.37308928	0.42186914	0.27341329999999997	0.35116274	0.25934168
ENSDARG00000069249	-0.36301644	-0.39062488	-0.37467045	-0.30474647	-0.35413774	-0.35546581	-0.42459876	-0.31770525	-0.36917902	-0.30764378	-0.31852359999999996	-0.38142505
ENSDARG00000069251	-0.20316055	-0.19571889999999997	-0.20346859	-0.17826566	-0.1756551	-0.20141643	-0.16853101	-0.1828757	-0.22953706	-0.21608907	-0.14284948	-0.196408
ENSDARG00000069252	-0.27678849	-0.26165229999999995	-0.28694225	-0.24202964	-0.30285997	-0.27598913	-0.30840532	-0.275037	-0.30934151	-0.23196341	-0.25585702	-0.26535475
ENSDARG00000069262	-0.14853952	-0.18630169	-0.14288214	-0.09018293	-0.10523685	-0.12278421	-0.12350686	-0.11083829	-0.18525052	-0.10948010000000001	-0.16049931	-0.12346858
ENSDARG00000069271	-0.13941664	-0.13501453	-0.12351647	-0.0912813	-0.15188699	-0.17534941	-0.0786818	-0.13314225	-0.14341348	-0.11195932	-0.11714504	-0.15271775
ENSDARG00000069274	-0.22405206	-0.05546449	-0.02578427	-0.01073543	-0.13995445	-0.1136348	-0.07220904	-0.13751836	-0.04039329	-0.06741628	-0.08054213	-0.19953747
ENSDARG00000069278	0.01580391	-0.0085601	0.07497422	0.00454853	-0.03252272	0.03638156	0.08453553	0.00803725	0.12507348	0.05121507	0.08979018	0.039842800000000005
ENSDARG00000069279	-0.25769309	-0.24287550000000002	-0.24492225	-0.22049142	-0.17987432	-0.10712766	-0.2319612	-0.1939047	-0.20228341	-0.17231798	-0.18198431	-0.22654106
ENSDARG00000069282	-0.08359978	-0.0676518	-0.03434226	0.06756785	0.13294332	0.18163189999999999	0.05693173	-0.01450007	-0.01438591	-0.09271104	-0.11842065	-0.10916955
ENSDARG00000069286	0.48435773	0.45164740000000003	0.47061761	0.606658	0.41183501	0.46952498	0.54397651	0.43565653	0.58104993	0.45444306	0.46156015	0.45500369
ENSDARG00000069287	0.36066678	0.43568687	0.40403154	0.52464166	0.48766079	0.40419946	0.38336839	0.40964339	0.5510518	0.35186771	0.56334215	0.34875499
ENSDARG00000069289	0.36945445	0.36483043	0.38293382	0.30052847	0.39260349	0.49112844	0.36648277	0.36838593	0.43429746	0.37234791	0.33565335	0.37140178
ENSDARG00000069290	0.39691211	0.31083033	0.29221217	0.23903293	0.51733021	0.53918777	0.35079099	0.43852458	0.51371881	0.37164758	0.28485984	0.30312946
ENSDARG00000069295	-0.02621983	-0.12937295	-0.18492866	-0.08216443	-0.01053082	0.03337713	-0.17821841	0.00681678	-0.01960892	-0.04528757	-0.13273085	-0.06028176
ENSDARG00000069298	-0.05155288	-0.01343827	-0.07948369	-0.00384401	-0.13349788	-0.03128209	-0.00818428	0.00292101	-0.03618552	-0.00705813	-0.01983714	-0.06117131
ENSDARG00000069301	0.51284243	0.85213684	0.77535394	0.81486058	0.73829288	0.80556155	0.92415236	0.7418938	0.90763645	0.73792112	0.67346635	0.68004171
ENSDARG00000069302	0.92407823	0.81452946	0.75873523	0.99680212	1.14057238	1.15963222	0.76992782	1.14683073	0.96124602	0.95317728	0.99566007	0.8631173000000001
ENSDARG00000069313	1.00464919	1.28299657	1.18705966	1.2524612	1.01644346	0.95009496	1.34593466	1.11576348	1.23600251	1.12958691	1.15707181	1.25741682
ENSDARG00000069314	0.23784006	0.21368818	0.16030041	0.17756565	0.32266865	0.30617098	0.18526141	0.27659733	0.39337262	0.2629101	0.18218085	0.17366512
ENSDARG00000069324	0.42013782	0.50034098	0.44796028	0.46010608	0.49541577	0.49095818	0.48227176	0.45302324	0.49916891	0.42402891	0.41461734	0.43130508
ENSDARG00000069326	-0.16201259	-0.18030693	-0.16888113	-0.22024368	-0.16353709	-0.10666164	-0.18508360000000001	-0.16810456	-0.18819631	-0.15404504	-0.18499065	-0.17995812
ENSDARG00000069334	0.46094579	0.37293265	0.41536477	0.4356316	0.39964847	0.37307526	0.35424868	0.43163288	0.22679853	0.41995513	0.34664542	0.48873766
ENSDARG00000069342	-0.32805814	-0.31043638	-0.35706714	-0.31450305	-0.37862061	-0.3949614	-0.36400874	-0.35738266	-0.34573802	-0.33573528	-0.30276522	-0.32823694
ENSDARG00000069356	-0.09667637	-0.10853095	-0.10742091	-0.12018496	-0.15612744	-0.05888274	-0.12527858	-0.08597352	-0.12927606	-0.11575636	-0.07895395	-0.09588619999999999
ENSDARG00000069360	0.45601227	0.50679334	0.55018819	0.49207935	0.47894468	0.40205274	0.45620315	0.4576001	0.52060193	0.44175592	0.45461619	0.47894134
ENSDARG00000069373	0.27682185	0.26931759	0.36155547	0.38676543	0.31558708	0.39046161	0.3574392	0.32275521	0.37389521	0.24280277	0.3602714	0.27234827
ENSDARG00000069378	0.47695344	0.22470433	0.31805054	0.25591579999999997	0.67790099	0.60045735	0.35607283	0.64613447	0.25240158	0.39444818	0.16171068	0.46118515
ENSDARG00000069382	-0.2648132	-0.20323072	-0.27431157	-0.21425355	-0.29327711	-0.24648734	-0.2913794	-0.24048533	-0.22440857	-0.22798806	-0.26103106	-0.27621304
ENSDARG00000069397	0.63094325	0.60959661	0.67177553	0.51672578	0.6763771	0.84445072	0.60540474	0.68985117	0.63151238	0.65049301	0.52578929	0.58820832
ENSDARG00000069401	-0.33579282	-0.2918107	-0.29575939	-0.30948516	-0.31019707	-0.3690172	-0.302741	-0.29735889	-0.22292456	-0.25415946	-0.25297146	-0.28344602
ENSDARG00000069402	0.15895168	0.90037523	0.65076356	-0.07566821	-0.17051627	-0.11960742	0.6617414	-0.135379	-0.01461676	0.07068305	-0.08168686	0.22834323
ENSDARG00000069409	0.11000169	0.19361859	0.20393269	0.11694828	0.10173222	0.10156366	0.15225889	0.13281018	0.17975252	0.08498585	0.16722747	0.08900343
ENSDARG00000069421	0.87454991	0.97421239	0.98786306	0.81104435	0.9045221	0.84158337	1.03396674	0.79343153	0.89028236	0.96148739	0.7504445	1.11609269
ENSDARG00000069422	1.22744221	1.22310489	1.36284659	1.12730127	1.18227223	1.22425875	1.33283204	1.06174814	1.52000111	1.24569295	1.39496742	1.27677741
ENSDARG00000069425	-0.02844863	-0.04287315	-0.08945536	0.05019128	0.17103487	0.2289138	-0.09741961	0.10776008	0.10860564	-0.08828952	0.09243186	0.0122786
ENSDARG00000069428	-0.30865728	-0.25304082	-0.25339467	-0.23577995	-0.31368409999999997	-0.25913906	-0.28669987	-0.28750534	-0.28361223	-0.20710985	-0.20876484	-0.2385779
ENSDARG00000069432	1.52401002	1.63286955	1.62223309	1.88273487	1.82915305	1.88997032	1.5801519	1.73017741	1.697328	1.35322955	1.71972002	1.45729464
ENSDARG00000069433	-0.24940643	-0.23997595	-0.25972996	-0.18581029999999998	-0.11749711	-0.09485656	-0.18752156	-0.12755123	-0.23462857	-0.18198024	-0.18428529	-0.23986691
ENSDARG00000069435	-0.32839985	-0.34416774	-0.32295239	-0.33634569	-0.31441705	-0.33497337	-0.34527745	-0.3080339	-0.31911637	-0.33273643	-0.30948901	-0.30110984
ENSDARG00000069446	-0.12313985	-0.19991193	-0.18390045	-0.17931932	-0.19080598	-0.22318179999999999	-0.21127323	-0.19593372	-0.19459807	-0.10678594	-0.12857551	-0.20203889
ENSDARG00000069461	1.53388423	1.35497617	1.23932722	1.32510275	1.51074693	1.64721726	1.38012128	1.65653285	1.32592153	1.6071583	1.28740096	1.59287729
ENSDARG00000069476	0.40727805	0.27338538	0.3026096	0.58558838	1.32334044	1.23845911	0.29296735	0.9753946	0.56041614	0.30650001	0.97055178	0.35366888
ENSDARG00000069485	0.49719272	0.38522212	0.35049369	0.62448845	0.80077196	0.77318855	0.40200651	0.7237305	0.60214422	0.52622695	0.51383966	0.52771504
ENSDARG00000069496	0.58000736	0.60105755	0.64552796	0.6102371	0.64969669	0.63949795	0.59071228	0.55133713	0.64305907	0.64445382	0.68594252	0.54333852
ENSDARG00000069497	0.16082354	0.21114049	0.20158408	0.13957931	0.12160832	0.12736307	0.19363866	0.10981999	0.22485487	0.10084404	0.16718829	0.08537162
ENSDARG00000069499	-0.29578432	-0.31991667	-0.33767655	-0.20954552	-0.20254204	-0.28243809	-0.35046639	-0.21447253	-0.2858825	-0.23835103	-0.34224774	-0.32335264
ENSDARG00000069503	-0.19787115	-0.16634127	-0.19926406	-0.13346592	-0.19677536	-0.01940311	-0.21482246	-0.20703021	-0.18082687	-0.18760758	-0.16803335	-0.1908923
ENSDARG00000069507	0.04494158	0.05969868	0.10549365	-0.04329333	0.04525872	-0.00384407	0.02193532	-0.01066995	0.0788447	0.01128764	-0.02434562	0.07376394
ENSDARG00000069521	0.99220576	1.00476362	0.98102159	0.90247743	1.00797259	1.03570857	0.98861155	1.11301947	1.00347197	1.04067054	0.86393277	0.91943659
ENSDARG00000069527	1.1961226999999999	1.29949374	1.33539302	1.26313369	1.19779979	1.1591691000000002	1.26227424	1.13563334	1.29647345	1.28594333	1.352103	1.23303138
ENSDARG00000069538	-0.05278384	-0.02352147	-0.04102343	-0.04423313	-0.04189349	-0.03459419999999999	-0.06687368	-0.03033617	0.06101922	-0.10760591	0.03535461	-0.05259256
ENSDARG00000069543	0.1389955	0.07296617	0.1794846	0.20718012	0.22891463	0.19647143	0.14159249	0.21454726	0.18294349	0.15775241	0.19521032	0.14094778
ENSDARG00000069545	0.36215629	0.50394519	0.467045	0.62075854	0.57158934	0.5148548	0.43327476	0.59739335	0.59972591	0.42721414	0.65531093	0.40580541
ENSDARG00000069549	0.60515792	0.66234714	0.58887685	0.67856259	0.65151335	0.63135277	0.67552406	0.52053016	0.5971801	0.44583785	0.70340338	0.54366504
ENSDARG00000069552	-0.31518703	-0.25529893	-0.25289807	-0.23112608	-0.24318922	-0.2907082	-0.29410147	-0.28187665	-0.26040855	-0.22663856	-0.28621164	-0.27117303
ENSDARG00000069583	0.00383884	-0.10344300000000001	-0.07243861	-0.03150311	0.2646465	0.22865203	-0.09861443	0.0954703	-0.11700681	0.03299465	-0.09811993	-0.04970924
ENSDARG00000069600	-0.16067192	-0.15645131	-0.17594976	-0.2585135	-0.14651677	-0.21329074	-0.20888054	-0.21873573	-0.18181054	-0.176178	-0.19926622	-0.15296565
ENSDARG00000069601	0.06496439	0.11246349	0.14228447	0.11920864	0.16009425	0.12185143	0.19026885	0.16607994	0.17921220000000002	0.08082904	0.07099045	0.09749422
ENSDARG00000069603	1.32486856	1.25005812	1.3723239	1.42081462	1.21364611	1.25363758	1.35115479	1.23586123	1.5325601	1.34665524	1.30548076	1.34337071
ENSDARG00000069608	2.63185382	2.61500849	2.62235825	2.77682236	2.4812564	2.45967051	2.66296094	2.52631933	2.62122655	2.5475822	2.73969009	2.71563536
ENSDARG00000069615	2.8344831000000004	2.8323034	2.76701604	2.79091385	2.79081536	2.82660006	2.71590691	2.89290669	2.81963318	3.08431333	2.79318241	2.92112736
ENSDARG00000069619	0.25844582	0.2405423	0.24864757	0.26913905	0.29773383	0.28018733	0.26897126	0.25837169	0.26739951	0.13156342	0.28501193	0.14518703
ENSDARG00000069624	1.81539423	2.08794759	2.03610162	2.16178294	1.90549647	2.07298922	2.18205878	1.98270329	1.92847853	2.05334133	2.20787825	2.14162931
ENSDARG00000069630	-0.20150478	-0.22101851	-0.26598239	-0.16331298	-0.1963932	-0.25835316	-0.26265379	-0.2620855	-0.18683295	-0.21795111	-0.2533974	-0.17650976
ENSDARG00000069640	0.17242837	0.13740079	0.08962627	0.08943935	0.15781549	0.25552133	0.11601568	0.21787357	0.21048615	0.10585950000000001	0.09954001	0.12085417
ENSDARG00000069649	-0.15993307	-0.21458739999999998	-0.19046401	-0.16601731	-0.17216651	-0.14911951	-0.16199865	-0.19582431	-0.18059375	-0.18519279	-0.14387685	-0.19902692
ENSDARG00000069669	-0.19036846	-0.27110429999999996	-0.31454156	-0.20696526	-0.27277633	-0.25364866	-0.27519206	-0.32705854	-0.25132671	-0.21746078	-0.24611528	-0.21212827
ENSDARG00000069671	0.21456272	0.13905175	0.23158662	0.20550465	0.25361933	0.27495658	0.15909682	0.23570195	0.34948325	0.20709039	0.16017446	0.1889
ENSDARG00000069672	0.07713029	0.17037623	0.14508693	0.11186846	0.13307204	0.18574162	0.19579205	0.13164154	0.15691416	0.05147616	0.14884351	0.08437462
ENSDARG00000069673	0.21101924	0.29665499	0.24317297	0.25266321	0.18977594	0.23776732	0.26949614	0.18980064	0.23135643	0.20921813	0.19910486	0.19763092
ENSDARG00000069674	0.45203668	0.45795352	0.53573271	0.68415569	0.56474982	0.64082993	0.39335077	0.4567029	0.52748774	0.47267452	0.5976246999999999	0.38405324
ENSDARG00000069703	-0.19529673	-0.22096768	-0.21860016	-0.22629559	-0.22783398	-0.22768587	-0.19686409	-0.20182254	-0.26139832	-0.17530364	-0.25624643	-0.20969607
ENSDARG00000069706	0.19106556	0.17959265	0.22415438	0.16923152	0.10724723	0.10135609	0.17263570000000003	0.12430362	0.39365198	0.19069557	0.26175212	0.23192427
ENSDARG00000069708	0.64442519	0.52539387	0.60220562	0.61522253	0.6733268	0.63379893	0.61912323	0.67214614	0.53747709	0.65900154	0.51150943	0.62037098
ENSDARG00000069726	-0.19176142	-0.19626976	-0.23833932	-0.18240285	-0.11067505	-0.18803955	-0.20377318	-0.19572618	-0.25233668	-0.15370957	-0.1985704	-0.18679352
ENSDARG00000069734	4.51357051	4.45519108	3.10435541	2.38816523	4.84452562	4.64459242	3.78525311	4.16632244	2.73234864	3.89877089	3.78111402	3.6856519999999997
ENSDARG00000069737	-0.20813020000000002	-0.17947946	-0.18956195	-0.14431367	-0.23367468	-0.22792612	-0.20947006	-0.16258933	-0.17197674	-0.16704232	-0.18963331	-0.2145519
ENSDARG00000069742	0.25815312	0.31810377	0.35629306	0.32582562	0.30373048	0.27703088	0.36512022	0.31617404	0.32235772	0.24921755	0.26047542	0.27300744
ENSDARG00000069744	-0.12900171	-0.16570682	-0.11162069999999999	-0.12154302	-0.10449611	-0.13852069	-0.10612315	-0.17787028	-0.17155601	-0.13355307	-0.13503986	-0.10165644
ENSDARG00000069745	-0.03671867	-0.00717816	0.03103628	0.02103762	-0.006592300000000001	-0.00514653	-0.020334099999999997	-0.02792975	0.05740596	-0.08341503	-0.03808535	0.08166443
ENSDARG00000069752	0.94906478	0.57859487	0.50432638	0.30616608	1.06248608	1.12803382	0.49003305	0.88535393	0.46489879	0.93691351	0.33310537	0.80099659
ENSDARG00000069758	-0.29192083	-0.23444461	-0.19748308	-0.24630464	-0.19564514	-0.29390307	-0.17965131	-0.24944306	-0.19879154	-0.20171096	-0.29107027	-0.22365825
ENSDARG00000069763	0.20884516	0.12829026	0.15119025	0.06449279	0.24516620000000003	0.22983871	0.11546306	0.19490206	0.02651239	0.13740131	0.08748928	0.15606075
ENSDARG00000069773	-0.25124177	-0.25970538	-0.2440342	0.0602872	-0.26612082	-0.27149997	-0.21902786	-0.14732184	0.02054928	-0.25652049	-0.10885261	-0.26205292
ENSDARG00000069787	-0.22094847	-0.16450547	-0.17927642	-0.1505575	-0.17207202	-0.18304899	-0.21120419999999998	-0.16265319	-0.21539903	-0.1904053	-0.16869431	-0.17193885
ENSDARG00000069790	-0.24608343	-0.21365595	-0.22546517	-0.23755999	-0.27765457	-0.26992436	-0.19660918	-0.26982431	-0.22844933	-0.28030849	-0.23941613	-0.19216093
ENSDARG00000069807	-0.04528455	-0.06308702	-0.05447984	-0.09029288	-0.07664564	-0.02134871	-0.06525566	-0.02811839	-0.05476091	-0.06048112	-0.07613826	-0.05874563
ENSDARG00000069808	0.47564324	0.36641059	0.34109173	0.33599253	0.44602686	0.5426901	0.34413083	0.47504366	0.30103281	0.49963114	0.25976001	0.43732200000000004
ENSDARG00000069815	-0.31970343	-0.29457258	-0.3161564	-0.28284066	-0.24855614	-0.3658692	-0.32851105	-0.31619994	-0.31828502	-0.24494896	-0.34039095	-0.30442482
ENSDARG00000069829	0.71840297	0.54695388	0.44349828	0.44186698	0.7073151999999999	0.79254357	0.47815345	0.67397885	0.60619666	0.78240607	0.49566099	0.70425874
ENSDARG00000069830	-0.15224636	-0.14067778	-0.13313597	-0.13582461	-0.11769410000000001	-0.14155332	-0.13009743	-0.10768837	-0.15803242	-0.19183328	-0.17621016	-0.17419762
ENSDARG00000069833	0.03943169999999999	0.13252261	0.10068274	0.40581603	0.16466936	0.03203915	0.07901144	0.19452732	0.21869608	0.08133042	0.38813094	0.08562949
ENSDARG00000069839	-0.03775534	-0.11047378	-0.10597153	0.02213436	0.07222846	0.3397063	-0.11904045	0.66033474	-0.08717538	-0.01932753	0.21221394	-0.08830804
ENSDARG00000069843	-0.03904915	-0.13396162	-0.14401381	0.09517159	0.10934137	-0.00036131	-0.11735746	0.11764097	0.20713976	-0.08007781	0.0621456	-0.04945025
ENSDARG00000069846	1.97452677	2.05126568	1.95588136	2.09662246	2.01020086	2.10703938	1.9961659	1.9846283	2.25667595	2.10545141	2.07746769	1.95527603
ENSDARG00000069850	1.35003647	1.47196222	1.52534318	1.48321675	1.26722416	1.40820322	1.46941748	1.39378463	1.45604831	1.490873	1.46379908	1.41904125
